Bin,Article Name,Number of Images,Number of Sections,Number of Sentences,Number of Words,Number of References
Good,Cooke_and_Wheatstone_telegraph,15,6,108,2320,24
Good,John_Chrysostom,19,7,156,3968,67
Good,Whatever_(Ayumi_Hamasaki_song),2,12,88,1842,63
Good,The_Boat_Race_1954,5,5,29,730,15
Good,Bill_Masterton,1,7,84,1949,31
Good,Venues_of_the_2016_Winter_Youth_Olympics,4,5,52,1046,44
Good,Boreray_sheep,4,5,41,953,21
Good,Great_white_shark,18,9,298,7003,122
Good,Umar_al-Aqta,1,4,29,974,19
Good,Wolverton_to_Newport_Pagnell_Line,9,5,33,716,10
Good,Minnesota_State_Highway_610,6,7,43,903,19
Good,Fly_on_the_Wall_(song),4,10,105,2099,38
Good,Appalachian_School_of_Law,8,10,103,2186,35
Good,Julie_Kavner,2,7,84,2035,37
Good,Jan_Zamoyski,11,6,102,2588,67
Good,Crinipellis_zonata,2,4,46,874,17
Good,Gadsden_Purchase,10,11,210,5471,53
Good,Pluteus_nevadensis,1,6,50,892,6
Good,Hurricane_Edna,4,7,128,2522,34
Good,New_History_Warfare_Vol._3:_To_See_More_Light,1,8,72,1593,24
Good,My_Kind_of_Christmas,1,10,37,865,18
Good,Parasola_auricoma,4,5,50,1056,22
Good,Battle_of_Cer,5,8,134,2884,46
Good,Yugoslav_submarine_Smeli,0,4,29,748,11
Good,Red_warbler,3,8,67,1618,24
Good,Panzer_Dragoon_Saga,3,6,116,2705,23
Good,Ms._Marvel_(Kamala_Khan),6,8,81,2119,54
Good,Tricholoma_vaccinum,4,6,64,1276,28
Good,Pyrrhus%27_invasion_of_the_Peloponnese,8,9,163,3526,65
Good,Flying_Aces_(magazine),2,8,56,1419,24
Good,Fotos_y_Recuerdos,3,11,81,1604,60
Good,History_of_the_Cleveland_Browns,16,13,605,13744,338
Good,"St_Eleth%27s_Church,_Amlwch",1,5,43,1049,11
Good,Michael_Chopra,3,6,118,2643,97
Good,Effects_of_Hurricane_Dennis_in_Georgia,6,7,84,1468,25
Good,Megalodon,16,11,252,5795,86
Good,Neville_Page,5,8,44,955,18
Good,Yoann_Gourcuff,6,8,196,4644,131
Good,Trapped_in_the_Sky,1,7,97,3000,40
Good,Igbo_people,22,10,290,6485,202
Good,Tarakeswar_affair,7,5,102,2242,8
Good,An_Assisted_Elopement,1,6,44,823,19
Good,"Ray_Jones_(footballer,_born_1988)",1,5,39,1031,21
Good,German_destroyer_Z7_Hermann_Schoemann,1,5,81,1876,18
Good,Devadasu_(1953_film),1,9,96,1958,35
Good,Pikachu,4,6,94,2171,64
Good,"Notodden_Airport,_Tuven",4,4,96,1841,46
Good,Down_Town,1,5,44,1076,12
Good,Daft_Punk,11,9,312,6389,129
Good,2009_Sony_Ericsson_Open,4,6,109,2225,55
Good,Typhoon_Kujira_(2003),5,6,82,1803,27
Good,Nuno_Mendes_(footballer),0,7,79,1635,77
Good,Hurricane_Alberto_(1982),4,4,53,1137,20
Good,Glen_P._Robinson,1,5,59,1602,41
Good,Messier_87,10,9,149,3508,87
Good,Washington_State_Route_525,5,6,36,1111,33
Good,Courage_C60,2,3,70,2193,71
Good,Enamorada_de_Ti_(song),1,6,40,851,22
Good,Sejanus,4,7,179,4648,97
Good,The_Go-Getter_(film),1,0,1,5,0
Good,Battle_of_Lanzerath_Ridge,10,6,292,6467,33
Good,River_Arun,67,6,163,3872,40
Good,Sophocles,4,6,112,2823,34
Good,Battle_of_the_Kalka_River,4,7,120,2662,36
Good,Flag_of_Bhutan,5,6,70,1988,24
Good,Indestructible_(Robyn_song),2,12,109,2183,46
Good,Sally_(Flight_of_the_Conchords),2,4,72,1407,21
Good,Battle_of_Port_Louis,2,6,63,1815,19
Good,Tasselled_wobbegong,4,7,73,1441,15
Good,"Pedra_Branca,_Singapore",7,10,166,4879,70
Good,Asthma,9,12,255,4686,193
Good,SummerSlam_(1993),6,7,136,2389,53
Good,2012_Brazilian_Grand_Prix,14,4,84,2188,44
Good,Texas_State_Highway_151,4,5,27,699,22
Good,Madhouse_on_Castle_Street,1,9,32,918,9
Good,Gilbert_and_Sullivan,23,10,365,9779,169
Good,Fern_Hobbs,3,5,71,1448,16
Good,Saruman,3,10,125,3680,50
Good,1962_Pacific_hurricane_season,16,5,74,1431,15
Good,Bombardment_of_Papeete,7,6,59,1631,19
Good,Albany_Highway,7,7,141,3590,70
Good,George_Murray_(Royal_Navy_officer),4,7,77,2110,10
Good,Texas_Park_Road_30,3,6,13,328,5
Good,Hybrid_Theory,3,13,112,3017,107
Good,Gun_Hill_Road_(Bronx),5,6,26,522,5
Good,West_Branch_Fishing_Creek,4,8,101,1945,14
Good,New_Multitudes,5,8,51,1307,38
Good,Galloway_cattle,1,6,36,650,10
Good,Blue_Picardy_Spaniel,2,5,38,751,17
Good,USS_Chew_(DD-106),1,5,44,1014,10
Good,Infamous_Second_Son,9,6,239,4645,63
Good,Morden_tube_station,6,5,48,1315,42
Good,Great_French_Wine_Blight,6,4,71,1958,43
Good,Mark_Webber,23,8,328,9724,144
Good,Condemnations_of_1210%E2%80%931277,5,7,74,1917,25
Good,Solar_urticaria,2,7,111,2336,34
Good,Kirk_Cameron,2,9,74,1779,60
Good,Stress_Relief,2,8,125,3387,30
Good,2002_FA_Community_Shield,4,7,65,1672,33
Good,Mike_Heath_(swimmer),4,9,34,965,28
Good,Infamous_Second_Son,9,6,239,4645,63
Good,Threni_(Stravinsky),1,6,64,1538,23
Good,Beautiful_Liar,5,14,137,2857,125
Good,Mycena_clariviolacea,1,5,38,848,3
Good,Alive_or_Just_Breathing,1,8,102,2341,30
Good,Rebecca_Anderson,4,4,37,766,25
Good,XYZ_Affair,7,9,105,2701,53
Good,1999_Scottish_Challenge_Cup_Final,4,5,75,1944,24
Good,Do_What_U_Want,6,15,188,4399,165
Good,Adrift_(Lost),2,5,50,1255,13
Good,Iloilo_International_Airport,11,7,119,3622,79
Good,Highgate_tube_station,12,5,55,1386,51
Good,Epaulettes_(stamp),6,7,50,1071,19
Good,Wilkins_Peak,9,6,37,862,15
Good,"Altes_Stadthaus,_Bonn",1,4,39,819,16
Good,First_Flight_(Star_Trek:_Enterprise),3,5,80,1919,21
Good,Republic_of_Loose,2,7,97,2484,91
Good,Battle_of_Taegu,10,4,229,5615,47
Good,Cordyline_australis,12,9,289,6309,88
Good,The_Wedding_of_River_Song,2,5,97,2813,34
Good,Matangi,7,7,124,2675,24
Good,Tropical_Storm_Lucille,3,6,62,1169,14
Good,Sarah_Vinci,9,5,22,429,26
Good,Perl,6,13,223,5872,112
Good,Basketball_(The_Office),1,5,66,1413,11
Good,Deva_Victrix,16,12,155,3939,89
Good,Forgive_Me_(Leona_Lewis_song),4,12,59,1148,61
Good,Spit_%26_Eggs,3,5,92,2269,15
Good,Milton_Friedman,15,14,245,6478,122
Good,Pennsylvania_Route_463,6,6,43,824,14
Good,Sid_Luckman,4,8,55,1390,20
Good,2007_French_Grand_Prix,2,5,73,1526,43
Good,The_Boat_Race_1979,5,6,41,902,17
Good,Bob_Willis,3,8,311,7140,200
Good,Uhersk%C3%BD_Brod_shooting,3,7,135,3396,52
Good,Ao_Man_Long,1,9,48,1252,15
Good,Jeremy_Lin,15,14,434,9513,337
Good,Meteorological_history_of_Hurricane_Mitch,5,6,92,2027,34
Good,Oliver_Kahn,2,10,105,2556,97
Good,Al_Pacino,5,11,181,4314,77
Good,Unhalfbricking,2,8,56,1375,38
Good,Schubert%27s_last_sonatas,10,15,283,8050,109
Good,My_First_Kiss_(song),2,10,59,1323,36
Good,Andrew_Sledd,4,8,96,3032,72
Good,Final_Fantasy_Fables:_Chocobo_Tales,2,6,54,1094,20
Good,Action_of_10_February_1809,1,4,58,1600,18
Good,Kota_Kinabalu,46,13,292,6332,141
Good,Balu_Mahendra,4,10,146,2931,92
Good,Blackford_County_Courthouse,10,7,197,3816,82
Good,Father%27s_Day_(Doctor_Who),2,6,106,2420,19
Good,To_the_Stars_(album),4,9,46,1389,29
Good,Bill_Harry,4,7,118,3362,62
Good,Gordon_Ramsay_Plane_Food,6,7,60,1306,20
Good,Dalj_massacre,6,6,78,1991,36
Good,Anthony_Moon,1,8,134,2990,36
Good,Chuck_Berry,3,5,136,3539,79
Good,"Wie_sch%C3%B6n_leuchtet_der_Morgenstern,_BWV_1",6,7,56,1497,12
Good,J._D._Salinger,5,19,282,7250,161
Good,Parables_for_Wooden_Ears,1,4,39,974,17
Good,Pillau-class_cruiser,0,4,68,1413,19
Good,Loch_Leven_Castle,5,5,62,1490,18
Good,Halton_Castle,5,6,48,1016,25
Good,Westinghouse_Air_Brake_Company_General_Office_Building,5,6,31,713,21
Good,River_Irwell,16,13,217,6429,98
Good,Notting_Hill_(film),2,7,126,2856,45
Good,Sony%2FATV_Music_Publishing,3,6,188,3736,52
Good,1909_Velasco_hurricane,5,5,75,1523,21
Good,Yellow-faced_honeyeater,5,8,97,2416,32
Good,Premiership_of_Gordon_Brown,8,13,241,6684,169
Good,Andover_F.C.,13,10,150,3985,62
Good,Criminal_(Britney_Spears_song),8,13,186,4285,133
Good,Selle_Fran%C3%A7ais,7,8,104,2282,33
Good,Worker_policing,6,7,89,1806,26
Good,HMS_Hunter_(H35),5,8,51,1115,15
Good,Cyclone_Japhet,4,4,53,1105,22
Good,Sleight_of_hand,4,10,25,690,14
Good,Raptor_(Cedar_Point),5,7,65,1124,35
Good,The_Crab_with_the_Golden_Claws,5,7,114,3190,57
Good,The_Augments,1,7,62,1467,13
Good,Kansas_Saloon_Smashers,3,7,46,1118,20
Good,M-116_(Michigan_highway),4,6,28,637,18
Good,Music_of_the_SaGa_series,1,9,202,5123,53
Good,The_Last_of_the_Masters,8,9,165,3872,27
Good,SMS_Medusa,1,4,38,782,10
Good,Nels_Nelsen_Hill,3,4,75,1372,6
Good,Ice_Hockey_World_Championships,91,13,338,7169,185
Good,Grammy_Award_for_Best_Concept_Music_Video,2,5,26,913,24
Good,Oh_Pray_My_Wings_Are_Gonna_Fit_Me_Well,2,5,60,1416,23
Good,Orchestral_Works_by_Tomas_Svoboda,6,8,80,1499,21
Good,Horses_in_the_Middle_Ages,17,10,242,6154,116
Good,One:_Kagayaku_Kisetsu_e,4,7,120,2802,51
Good,And_Still_I_Rise,2,6,87,2031,26
Good,Geography_of_Wales,11,11,161,3880,62
Good,Belize_at_the_2008_Summer_Olympics,1,5,39,814,14
Good,Smedley_Butler,34,14,275,6601,84
Good,Kit_Mueller,0,4,85,1879,58
Good,International_Bank_for_Reconstruction_and_Development,2,7,45,1079,21
Good,Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1,6,8,176,4200,115
Good,Tropical_Storm_Bret_(2005),3,5,27,682,9
Good,Office_of_Strategic_Influence_(album),1,10,117,2733,20
Good,Typhoon_Olive_(1952),2,5,30,497,8
Good,Spies_Reminiscent_of_Us,5,6,63,1779,10
Good,Nemertea,8,9,182,4018,52
Good,Pavel_Nedv%C4%9Bd,4,10,115,2961,114
Good,Connecticut-class_battleship,7,5,112,2526,27
Good,Uprising_of_Ivaylo,17,8,148,3898,65
Good,Bassline_(Chris_Brown_song),1,6,31,561,19
Good,Spike_Albrecht,6,4,48,1182,63
Good,Extreme_Spots,5,5,46,878,18
Good,Hello_Good_Morning,2,12,129,2217,63
Good,SMS_Kolberg,1,4,59,1252,19
Good,Minor_v._Happersett,3,7,30,1118,19
Good,Titanfall,6,8,227,5050,121
Good,Alex_Raymond,6,6,141,3885,35
Good,The_Arsenal_of_Freedom,0,6,57,1302,11
Good,Egardus,1,5,27,617,9
Good,The_Boat_Race_1898,7,5,28,701,16
Good,Cyclone_Erica,5,5,68,1292,17
Good,New_Breed_(ECW),3,5,65,1554,42
Good,Ilyushin_Il-40,1,7,62,1562,12
Good,Janet_(album),4,17,234,6062,129
Good,William_(The_X-Files),3,6,72,1613,16
Good,Megan_Rapinoe,14,10,189,4592,180
Good,Hurricane_Manuel,7,7,216,3711,134
Good,300-page_iPhone_bill,4,7,58,1385,45
Good,Battle_of_Arsuf,18,9,122,2981,50
Good,Barbara_Hershey,3,7,149,3319,61
Good,Pilot_(Sports_Night),0,5,44,1196,13
Good,Venric_Mark,2,5,67,1457,51
Good,Murder_of_Ross_Parker,3,12,129,2940,69
Good,Meigs_Raid,3,5,39,932,15
Good,T%C5%8Dshir%C5%8D_Hitsugaya,2,3,68,1574,66
Good,Cake_(band),3,7,101,3328,117
Good,California_State_Route_160,7,5,61,1945,43
Good,Council_of_Lithuania,3,5,75,1338,15
Good,"Mein_Herze_schwimmt_im_Blut,_BWV_199",9,8,61,1427,12
Good,No_Man%27s_Land_(Kumi_Koda_song),2,11,78,1901,37
Good,Judgment_Day_(2008),5,7,113,2942,36
Good,Adriatic_campaign_of_1807%E2%80%931814,8,10,119,3647,58
Good,Tekken_Tag_Tournament_2,4,8,125,3662,86
Good,Give_Me_Love_(Give_Me_Peace_on_Earth),3,12,120,3863,166
Good,"Gott_ist_mein_K%C3%B6nig,_BWV_71",10,9,64,1726,18
Good,Lassie_(1954_TV_series),12,7,177,4289,78
Good,Blas_Ople,3,8,69,1778,21
Good,Wizkid_(musician),2,9,162,3073,138
Good,Mickey_Micelotta,0,5,47,1155,19
Good,Taunton_Unitarian_Chapel,1,3,53,1232,17
Good,Hurricane_Flossy_(1956),4,6,49,904,20
Good,Skipsea_Castle,5,6,52,1536,27
Good,Coat_of_arms_of_Singapore,3,7,30,838,11
Good,Barfi!,11,10,213,3981,94
Good,Cow_Clicker,1,5,40,1325,6
Good,Garry_Williams_(gridiron_football),0,5,49,971,24
Good,Henry_Taube,2,6,82,1801,30
Good,Railway_stations_in_Cromer,5,5,50,1364,20
Good,Yugoslav_submarine_Hrabri,3,5,31,848,18
Good,International_Union_of_Pure_and_Applied_Chemistry,6,9,134,2753,56
Good,Harry_Strom,2,7,94,2427,24
Good,Jagdgeschwader_1_(World_War_II),18,9,382,7376,57
Good,Anderson_Street_(NJT_station),9,5,57,1394,22
Good,Eastern_mole,7,11,101,2157,7
Good,Hurricane_Anita,6,7,60,1328,18
Good,Bossy_(Lindsay_Lohan_song),1,5,28,647,11
Good,Antoine_Thompson,2,8,67,1482,54
Good,Sava,21,13,220,5867,156
Good,M-142_(Michigan_highway),3,6,33,748,20
Good,Cranial_nerves,15,8,125,2928,25
Good,Charles_Coghlan_(politician),8,10,113,2797,54
Good,Battle_of_Great_Bridge,5,7,84,2039,22
Good,Alfred_Pullin,1,6,85,1891,19
Good,The_Indian_Princess_(play),3,12,102,2940,45
Good,No._482_Squadron_RAAF,3,4,87,960,20
Good,Forgive_Me_(Leona_Lewis_song),4,12,59,1148,61
Good,German_submarine_U-44_(1939),1,8,36,767,7
Good,Providence_(The_X-Files),0,6,70,1514,16
Good,Neighbours,4,14,305,6526,183
Good,Al_Gore,29,11,364,9318,230
Good,Diwali_(The_Office),2,6,84,1773,17
Good,Dead_Letters_(Millennium),1,4,48,1397,15
Good,Uyarndha_Manithan,5,12,107,2477,42
Good,Chevrolet_Cobalt_SS,2,6,86,2351,33
Good,Cyclone_Dina,5,5,123,2471,22
Good,M-18_(Michigan_highway),5,6,53,1151,22
Good,Stephen_V_of_Hungary,9,7,116,2335,68
Good,Qualifying_Industrial_Zone,6,9,93,2152,10
Good,George_Toogood_Smith,3,6,57,1535,34
Good,Amanita_nothofagi,6,6,45,983,4
Good,Cult_film,6,8,415,9705,187
Good,Audition_(Glee),4,6,90,2423,49
Good,Rajiin,0,5,56,1078,8
Good,Worst_Episode_Ever,2,6,83,2021,16
Good,German_cruiser_N%C3%BCrnberg,6,4,124,2485,21
Good,East_233rd_Street_(Bronx),5,6,24,496,7
Good,Prelude_and_Fugue_on_a_Theme_of_Vittoria,2,5,40,1102,10
Good,Douglas_XCG-17,6,8,29,959,16
Good,Michigan_Avenue_Bridge,10,9,52,1540,40
Good,Hurricane_Humberto_(2001),4,4,42,860,14
Good,Mind%27s_Eye_(The_X-Files),0,5,80,1785,12
Good,Rommelspargel,4,4,59,1395,19
Good,Fill_the_Void,3,7,112,2964,36
Good,Platine_War,21,8,199,4804,98
Good,Whiddy_Island_Disaster,7,4,92,2210,12
Good,Kidung_Abadi,1,5,32,738,16
Good,Canadian_horse,5,6,105,2401,28
Good,Dangerous_(Michael_Jackson_song),0,10,44,1040,15
Good,Poor_Jake%27s_Demise,0,7,25,466,15
Good,Shelly_Martinez,5,7,90,1972,71
Good,Fabian_Cancellara,12,6,326,7140,250
Good,Lobatus_gigas,20,9,164,4195,83
Good,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe_at_the_2012_Summer_Olympics,1,4,23,443,12
Good,The_Pine_Bluff_Variant,2,5,86,1893,12
Good,Sheila_Varian,7,9,131,3429,100
Good,Pink_whipray,6,7,66,1403,21
Good,Raphinae,7,7,121,2864,57
Good,Aleksandar_%C4%90uri%C4%87,1,9,129,2955,129
Good,Isaac_Davis_(soldier),6,7,87,2028,27
Good,Cleveland_(30_Rock),1,4,39,1029,14
Good,Ursula_and_Sabina_Eriksson,1,6,96,2115,24
Good,First_Massacre_of_Machecoul,3,5,87,2235,24
Good,Lobaria_pulmonaria,3,7,54,1249,42
Good,No._1_Operational_Conversion_Unit_RAAF,3,0,81,1074,19
Good,Saskatchewan_Highway_641,6,5,42,898,23
Good,Typhoon_Andy_(1982),3,5,61,1065,13
Good,Couples_Discount,1,5,46,1227,11
Good,Here_Comes_Treble,1,6,82,1803,20
Good,The_Kiss_(Munch),3,6,30,703,12
Good,Battle_of_Nablus_(1918),11,7,287,8169,147
Good,James_Ferguson_(Scottish_politician),3,5,71,1654,33
Good,Action_of_9_November_1822,4,5,42,1077,10
Good,H%C3%A9ctor_L%C3%B3pez,3,10,82,2030,32
Good,Bristol,399,13,359,8837,317
Good,John_Warne_Gates,12,7,255,5820,115
Good,"Lad,_A_Dog_(film)",1,5,50,1299,8
Good,Gibraltar_at_the_2011_Commonwealth_Youth_Games,2,7,27,509,13
Good,Cigars_of_the_Pharaoh,7,6,99,2741,56
Good,Washington_State_Route_220,5,6,21,477,14
Good,Voivode_of_Transylvania,11,10,146,3345,160
Good,James_Clerk_Maxwell,16,6,219,5231,123
Good,Washington_State_Route_516,4,5,23,716,28
Good,SMS_W%C3%BCrttemberg_(1878),4,4,50,1064,18
Good,Biogenesis_(The_X-Files),2,5,78,1859,17
Good,Q_Who,1,8,90,2104,27
Good,Robert_Kurrle,7,5,58,1186,31
Good,Cyclone_Agni,4,4,38,976,28
Good,Dragon_Age:_Origins,2,7,234,6011,111
Good,Vardar_Offensive,11,6,152,3874,54
Good,Music_of_the_American_Civil_War,7,12,96,2053,34
Good,Viewing_Party,0,6,59,1460,11
Good,Saudi_Arabia_women%27s_national_football_team,2,4,49,1264,24
Good,Panggilan_Darah,5,7,44,1024,26
Good,United_States_v._Ramsey_(1926),3,6,76,1636,84
Good,Interstate_235_(Iowa),6,5,48,1077,13
Good,Interstate_359,6,6,26,713,16
Good,Washington_State_Route_225,5,5,14,392,8
Good,Mary_Carpenter,5,12,75,1991,45
Good,1998%E2%80%9399_NBA_lockout,2,5,92,2173,49
Good,Tropical_Storm_Agatha_(1992),4,4,28,586,15
Good,Treasure_Planet,5,10,141,4064,73
Good,Drew_Doughty,2,7,56,1439,46
Good,Elmer_Ernest_Southard,4,9,123,2601,48
Good,The_Snowmen,3,5,146,3742,66
Good,Descent_3,3,8,144,3509,46
Good,Gene,11,11,240,5670,109
Good,Brittany_Pierce,4,7,153,3530,42
Good,Cog_(advertisement),2,6,132,3654,78
Good,Tauti%C5%A1ka_giesm%C4%97,5,7,46,1216,11
Good,Gunfight_at_the_O.K._Corral,24,12,693,14946,154
Good,Delaware_Route_202,5,6,20,430,11
Good,German_destroyer_Z8_Bruno_Heinemann,4,5,66,1505,29
Good,Hart_Lake_(Oregon),5,6,81,1620,31
Good,Sleepy_Hollow_(film),6,9,147,3758,75
Good,Delaware_Route_58,5,6,24,456,10
Good,Alan_Turing,16,17,287,7925,213
Good,The_Boys_(Girls%27_Generation_song),3,8,64,1444,46
Good,French_minelaying_cruiser_Pluton,2,4,78,1782,17
Good,Twilight_(2008_film),4,8,174,4095,102
Good,Secrets_That_I_Never_Want_to_Know,2,5,84,1944,22
Good,Mickey_Micelotta,0,5,47,1155,19
Good,National_Action_Plan_to_Combat_Human_Trafficking,9,9,182,5555,69
Good,Pendennis_Castle,12,7,130,3320,86
Good,Rochdale_Town_Hall,9,6,85,2107,38
Good,"Hagley,_Tasmania",6,12,268,4976,95
Good,New_Zealand_place_names,4,8,96,2451,52
Good,How_Will_I_Know,2,13,113,2488,73
Good,Ontario_Highway_72,3,4,23,493,9
Good,"Hi,_Infidelity",1,5,54,1233,11
Good,Jonathan_Belcher,13,10,193,4796,121
Good,Seth_Rogen,5,7,132,2977,128
Good,Ellie_(The_Last_of_Us),3,5,83,2143,59
Good,Blaster_Master,3,7,152,4135,55
Good,Netball,11,11,183,3644,115
Good,The_Tribute_Money_(Masaccio),7,8,75,1672,19
Good,Dibatag,5,7,124,2138,11
Good,Martin_AM_Mauler,7,12,67,1652,30
Good,French_ironclad_Armide,1,5,41,761,10
Good,Drama_Queen_(Ivy_Queen_album),3,12,147,3303,97
Good,Come_Back_to_Me_(Vanessa_Hudgens_song),3,10,60,1327,35
Good,Lindsay_Lohan,4,9,290,6269,293
Good,British_Asian_Cup,2,5,67,1234,17
Good,No_Mercy_(2005),3,6,99,2007,26
Good,Typhoon_Ewiniar_(2006),7,6,58,1520,22
Good,USS_Atlanta_(1861),6,8,100,2494,25
Good,Lady_Bouvier%27s_Lover,3,6,60,1329,10
Good,Action_of_24_October_1793,3,5,61,1645,12
Good,Delaware_Route_44,4,6,17,279,8
Good,Mycena_adscendens,3,5,57,1086,24
Good,Jan_Matejko,30,9,93,2225,41
Good,Typhoon_Ewiniar_(2006),7,6,58,1520,22
Good,American_Life,7,16,283,6886,170
Good,2012_Tour_de_France,9,11,148,3283,78
Good,Hush_(Buffy_the_Vampire_Slayer),2,7,167,4377,36
Good,Boletus_abruptibulbus,3,6,41,839,2
Good,Marija_Bursa%C4%87,4,5,99,2313,38
Good,Air_well_(condenser),12,6,126,3247,60
Good,Ecology,27,10,493,11671,260
Good,Ministry_of_Finance_(Soviet_Union),4,7,58,1579,19
Good,M-183_(Michigan_highway),4,6,28,531,9
Good,Cheadle_Hulme_railway_station,10,5,63,1335,21
Good,Maggie_Simpson,8,6,75,1955,49
Good,Lesser_Antillean_macaw,10,5,102,2895,14
Good,Reginald_Tate,1,7,30,732,13
Good,Centre_Square,2,6,63,1336,25
Good,Dave_Arneson,3,9,109,2987,48
Good,Calcium_chloride,8,8,55,1314,26
Good,For_Your_Eyes_Only_(film),9,9,161,4825,93
Good,Morea_expedition,18,5,225,5507,66
Good,Cunard_Building,9,6,64,1708,15
Good,Rude_Boy_(Rihanna_song),2,12,125,2967,123
Good,Daniel_Santos_(boxer),3,5,108,2483,30
Good,Cephalic_Carnage,0,7,43,938,27
Good,"Universal_City_Studios,_Inc._v._Nintendo_Co.,_Ltd.",1,8,103,2328,34
Good,Shelley_Chaplin,9,5,47,1024,34
Good,2009_UEFA_Champions_League_Final,31,9,278,8881,202
Good,So_Excited,2,10,62,1272,37
Good,Mohandas_Karamchand_Gandhi,38,12,599,13717,280
Good,Chamois_Niortais_F.C.,4,12,100,2366,28
Good,Bob_Ferguson_(infielder),3,9,71,1702,9
Good,Kill_the_Irishman,6,12,158,3136,43
Good,"Ashita,_Haru_ga_Kitara",3,10,95,1970,75
Good,History_of_University_of_Santo_Tomas,33,12,224,5323,70
Good,Spanish_conquest_of_Chiapas,7,13,242,5823,87
Good,55_Cancri_d,2,6,22,665,9
Good,"Felling,_Tyne_and_Wear",19,14,259,6240,182
Good,Pennsylvania_Route_106,7,6,48,948,11
Good,Lifesong_(song),2,10,47,960,48
Good,Little_egret,10,7,88,2003,21
Good,Care_Bears_Movie_II:_A_New_Generation,4,10,161,3986,123
Good,Beat_of_My_Heart,5,10,93,2031,43
Good,Beside_the_Dying_Fire,6,6,172,3697,26
Good,Architecture_of_Scotland,22,10,257,6963,116
Good,Pok%C3%A9mon_HeartGold_and_SoulSilver,2,7,94,2482,46
Good,Clinton_Romesha,58,6,85,2079,23
Good,Cyril_Stanley_Smith,6,7,69,1655,23
Good,Fantastic_Four_in_film,1,6,53,1209,52
Good,International_airport,17,8,84,2026,47
Regular,Strategic_Hamlet_Program,1,7,112,2721,30
Regular,Space_Ark,1,6,10,298,0
Regular,Epitonic,1,5,22,524,9
Regular,Pierre_Ermangaud,2,0,3,66,2
Regular,Modal_frame,2,0,6,256,6
Regular,"Oak_Hill,_Ohio",4,7,30,741,11
Regular,Junior_Bonner,1,9,24,714,12
Regular,Capurso_railway_station,3,0,3,52,1
Regular,Yamagata_Shinkansen,254,6,9,163,3
Regular,Jorge_Dom%C3%ADnguez_(footballer),2,0,7,127,1
Regular,Interlok,1,0,21,589,10
Regular,"Khar,_Punjab",2,0,3,28,1
Regular,Philip_Gross,0,5,28,680,7
Regular,ECA_stack,1,5,23,685,11
Regular,"Sawer,_India",2,0,4,75,1
Regular,Ajab_Gul,0,5,8,187,1
Regular,Maria_Pia_Garavaglia,2,0,4,68,2
Regular,Den_of_Thieves_(accessory),2,4,20,530,1
Regular,Center_for_UFO_Studies,4,0,9,286,3
Regular,Netherlands_at_the_2015_Summer_Universiade,2,0,1,11,0
Regular,Legislative_districts_of_Compostela_Valley,10,4,2,62,0
Regular,Twed_Towers,1,6,6,104,2
Regular,Alejo_Mabanag,1,4,13,350,0
Regular,Sylvie_Tellier,2,0,8,201,3
Regular,Kondapalli_Pydithalli_Naidu,0,0,2,42,0
Regular,Hyalorista_taeniolalis,1,0,4,25,1
Regular,Face_of_a_Fighter,2,0,2,31,0
Regular,DeRon_Jenkins,0,2,8,211,0
Regular,Coimim_River,0,0,1,12,0
Regular,Tetragonoderus_aegypticus,1,0,3,20,1
Regular,HNRPH1,6,0,10,137,2
Regular,Alfred_Petersson,1,0,11,435,0
Regular,Syed_Abuzar_Bukhari,2,0,9,186,2
Regular,Hyalorista_taeniolalis,1,0,4,25,1
Regular,1999_Paris%E2%80%93Roubaix,0,0,3,66,1
Regular,"G%C5%82uch%C3%B3w,_%C5%9Awi%C4%99tokrzyskie_Voivodeship",2,0,3,51,1
Regular,Opaque_context,1,0,10,210,1
Regular,Bumper_music,2,0,4,93,0
Regular,Jes%C3%BAs_%C3%81lvarez_Amaya,0,4,38,783,6
Regular,Pinczyn,2,0,2,73,1
Regular,Bankton_House,4,4,35,749,14
Regular,J._O._Patterson_Jr.,1,0,12,449,2
Regular,Lloyd_Zucker,1,0,2,33,3
Regular,Local_search_(constraint_satisfaction),1,5,45,1198,0
Regular,Coimim_River,0,0,1,12,0
Regular,1985_Bavarian_Tennis_Championships,0,3,4,67,4
Regular,Edward_Sneyd_Clay,4,6,59,1464,15
Regular,Cykarzew_P%C3%B3%C5%82nocny,3,0,2,56,1
Regular,Duke_of_Portland_(1790),1,0,5,58,1
Regular,Dragons_of_Desolation,1,5,40,1073,5
Regular,Capurso_railway_station,3,0,3,52,1
Regular,Alfonso_Castillo_Orta,2,0,29,778,7
Regular,159th_Liaison_Squadron,10,3,118,2503,4
Regular,Shinji_Ohara,3,0,2,28,0
Regular,Valilar,3,0,1,16,0
Regular,2009_World_Table_Tennis_Championships_%E2%80%93_Women%27s_Singles,1,2,1,26,0
Regular,Twig_Com,4,6,34,737,6
Regular,Khotochchu,3,0,3,66,4
Regular,Tetragonoderus_aegypticus,1,0,3,20,1
Regular,In_re_Application_of_the_United_States_for_Historical_Cell_Site_Data,1,6,64,1867,10
Regular,Avia_50-MP,0,4,19,432,7
Regular,Gnathang_Monastery,3,0,2,18,0
